"MSG_ID","MSG_DTM","MSG_POLARITY","MSG_SUBJECTIVITY","MSG_TOPIC","MSG_TEXT"
1311,01-MAY-24,-4,0,"TSLA","What they said!"
1312,01-MAY-24,-4,0,"TSLA","What they said!"
1313,01-MAY-24,-4,0,"TSLA","What they said!"
1314,01-MAY-24,-4,0,"TSLA","Ditto, my friend!"
1315,01-MAY-24,-4,0,"TSLA","What they said!"
1316,01-MAY-24,-4,0,"TSLA","What they said!"
1317,01-MAY-24,-4,0,"TSLA","What they said!"
1318,01-MAY-24,-4,0,"TSLA","What they said!"
1319,01-MAY-24,-4,0,"TSLA","What they said!"
1320,01-MAY-24,-4,0,"TSLA","What they said!"
1321,01-MAY-24,-4,0,"TSLA","What they said!"
1322,01-MAY-24,-4,0,"TSLA","What they said!"
1323,01-MAY-24,2,0,"TSLA","They work below freezing, but you do lose some range."
1324,01-MAY-24,2,0,"EMUSTANG","What they said!"
1325,01-MAY-24,-3,0,"EMUSTANG","I am so tempted to buy the last year of the Camaro. Because the next will be ev that looks like an suv"
1326,01-MAY-24,-3,0,"EMUSTANG","What they said!"
1327,01-MAY-24,-3,0,"EMUSTANG","... and its most likely both sources are controlled by China, Hunter's business partner. "
1328,01-MAY-24,-3,0,"EMUSTANG","What they said!"
1329,01-MAY-24,-3,0,"EMUSTANG","What they said!"
1330,01-MAY-24,-3,0,"EMUSTANG","Yeah, right on, bruh!"
1331,01-MAY-24,-3,0,"EMUSTANG","What they said!"
1332,01-MAY-24,-3,0,"EMUSTANG","Amen, friend"
1333,01-MAY-24,-3,0,"EMUSTANG","Yeah, right on, bruh!"
1334,01-MAY-24,-5,0,"EMUSTANG","There is something Anti Sports Car, about a Battery Powered Mustang. "
1335,01-MAY-24,-5,0,"EMUSTANG","What they said!"
1336,01-MAY-24,-5,0,"EMUSTANG","Ditto, my friend!"
1337,01-MAY-24,-5,0,"EMUSTANG","Ditto, my friend!"
1338,01-MAY-24,-3,0,"EMUSTANG","So in your world, everyone buys 2 cars? One for travel and one for in town? When you can but one car, that does both and the other can't????? What world do you live in, oh wait NVM...... "
1339,01-MAY-24,-3,0,"EMUSTANG","What they said!"
1340,01-MAY-24,-3,0,"EMUSTANG","What they said!"
1341,01-MAY-24,-3,0,"EMUSTANG","What they said!"
1342,01-MAY-24,-5,0,"EMUSTANG","The price change is probably because Ford is losing money on all their Electric vehicles. They are reporting thousands of dollars lost on each one they sell. So they will try to make a profit by trying to move more EVs. What a waste of money to purchase one of these. LOL"
1343,01-MAY-24,4,0,"EMUSTANG","Phones have both different lithium chemistry and lack any sort of active thermal management.  EVs have almost all switched to liquid cooled battery packs after early air cooled budget models yielded poor lifespans. You rarely see a phone with an 8 year battery warranty"
1344,01-MAY-24,-5,0,"EMUSTANG","keep dropping the price to sell em since they are not a ""mustang""."
1345,01-MAY-24,-5,0,"EMUSTANG","Yeah, right on, bruh!"
1346,01-MAY-24,-5,0,"EMUSTANG","What they said!"
1347,01-MAY-24,-5,0,"EMUSTANG","What they said!"
1348,01-MAY-24,-2,0,"EMUSTANG","True point about the grid. Even here in progressive California,  they are doing NOTHING to upgrade the grid."
1349,01-MAY-24,-2,0,"EMUSTANG","Yeah, right on, bruh!"
1350,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1351,01-MAY-24,-2,0,"EMUSTANG","Damn straight ..."
1352,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1353,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1354,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1355,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1356,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1357,01-MAY-24,2,0,"EMUSTANG","The poor range of just 250 miles doesn't cut it anymore. Tesla Model 3 gets 360 miles, and is $10,000 cheaper, and has much better software."
1358,01-MAY-24,2,0,"EMUSTANG","Ditto, my friend!"
1359,01-MAY-24,2,0,"EMUSTANG","What they said!"
1360,01-MAY-24,2,0,"EMUSTANG","Ditto, my friend!"
1361,01-MAY-24,-4,0,"EMUSTANG","EVs like apple laptops are throwaway products. Eight to ten years later, you think early adopters are going to want to replace a battery, I don't think so. Nobody will buy the vehicle for fear they will have to replace a battery in the future."
1362,01-MAY-24,-4,0,"EMUSTANG","Damn straight ..."
1363,01-MAY-24,-4,0,"EMUSTANG","What they said!"
1364,01-MAY-24,-5,0,"EMUSTANG","It is NOT a Mustang...."
1365,01-MAY-24,-5,0,"EMUSTANG","What they said!"
1366,01-MAY-24,-5,0,"EMUSTANG","What they said!"
1367,01-MAY-24,-5,0,"EMUSTANG","What they said!"
1368,01-MAY-24,-4,0,"EMUSTANG","It's still a pseudo Mustang."
1369,01-MAY-24,-4,0,"EMUSTANG","Damn straight ..."
1370,01-MAY-24,2,0,"EMUSTANG","My wife has a 320 mi. range in her Tesla. It's just not enough especially if you want to drive 70+ mph. The fueling infrastructure isn't available either. Govt boondoggle as usual putting the cart before the horse. "
1371,01-MAY-24,2,0,"EMUSTANG","What they said!"
1372,01-MAY-24,2,0,"EMUSTANG","What they said!"
1373,01-MAY-24,2,0,"EMUSTANG","Ditto, my friend!"
1374,01-MAY-24,2,0,"EMUSTANG","What they said!"
1375,01-MAY-24,2,0,"EMUSTANG","What they said!"
1376,01-MAY-24,2,0,"EMUSTANG","What they said!"
1377,01-MAY-24,2,0,"EMUSTANG","What they said!"
1378,01-MAY-24,2,0,"EMUSTANG","What they said!"
1379,01-MAY-24,2,0,"EMUSTANG","What they said!"
1380,01-MAY-24,2,0,"EMUSTANG","What they said!"
1381,01-MAY-24,2,0,"EMUSTANG","What they said!"
1382,01-MAY-24,2,0,"EMUSTANG","Yeah, right on, bruh!"
1383,01-MAY-24,-3,0,"EMUSTANG","A whole lot of noise about minor small improvements,,, still giving china money for batteries "
1384,01-MAY-24,4,0,"EMUSTANG","Do you get the same iPhone life today that you had when you bought it new? Your range out the door or shortly thereafter will be about 200 miles or less and dropping throughout its lifetime. "
1385,01-MAY-24,4,0,"EMUSTANG","What they said!"
1386,01-MAY-24,4,0,"EMUSTANG","What they said!"
1387,01-MAY-24,-2,0,"EMUSTANG","Can't say that I care for the idea of having an electric car. I've seen stretches of road that you may or may not make it to the next charging station. And even if you do make it you might have to sleep in the car when taking a trip."
1388,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1389,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1390,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1391,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1392,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1393,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1394,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1395,01-MAY-24,-2,0,"EMUSTANG","Damn straight ..."
1396,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1397,01-MAY-24,-2,0,"EMUSTANG","What they said!"
1398,01-MAY-24,-2,0,"EMUSTANG","Ditto, my friend!"
1399,01-MAY-24,-4,0,"EMUSTANG","Ford also said that as an incentive to buy one they will throw in a 12 pack of bud light"
1400,01-MAY-24,-4,0,"EMUSTANG","Slashing prices translates to them not selling."
1401,01-MAY-24,5,0,"EMUSTANG","Ford will be using the very safe Lithium Iron Phosphate batteries going forward in most vehicles."
1402,01-MAY-24,5,0,"EMUSTANG","Damn straight ..."
1403,01-MAY-24,-4,0,"EMUSTANG","Might as well give them away. No true muscle car person will want that."
1404,01-MAY-24,-4,0,"EMUSTANG","What they said!"
1405,01-MAY-24,-4,0,"EMUSTANG","What they said!"
1406,01-MAY-24,-4,0,"EMUSTANG","Ditto, my friend!"
1407,01-MAY-24,-4,0,"EMUSTANG","What they said!"
1408,01-MAY-24,-4,0,"EMUSTANG","Damn straight ..."
1409,01-MAY-24,-4,0,"EMUSTANG","Damn straight ..."
1410,01-MAY-24,-4,0,"EMUSTANG","Amen, friend"
1411,01-MAY-24,-4,0,"EMUSTANG","What they said!"
1412,01-MAY-24,-4,0,"EMUSTANG","Damn straight ..."
1413,01-MAY-24,-4,0,"EMUSTANG","What they said!"
1181,01-MAY-24,3,0,"EMUSTANG","Tesla batteries from 13 years ago stabilize at about 12 % loss total. So, you will want the biggest battery you can afford with at least 300 mile range. "
1182,01-MAY-24,4,0,"TSLA","Not all minerals, impact report shows that some of the lithium is refined in USA and Australia. Nickel has Indonesia and Canada in the refining. And with IRA having domestic mining, processing and manufacturing requirements, less and less will be in China going forward"
1183,01-MAY-24,5,0,"TSLA","Why we decided on an ID.4, in order: Obviously, the fact it's electric. Price. We got quotes significantly below MSRP ... on vehicles which are actually built and available. Range (except for the cheapest trim, which we're not getting) Overall comfort, very quiet inside, great turn radius... Seems well-built. What I don't like but will learn to live with: Kinda big (the ID.3 would have been perfect) No one-pedal driving No heated steering wheel except on very expensive trims. RWD (or AWD)"
1184,01-MAY-24,2,0,"TSLA","With EVs being all the rage some new regulations need to come about and very quickly.  A charging standard needs to be established. All charging stations must use a standard plug and be able to charge any EV. Nothing different than if each appliance in your home used a different plug and voltage."
1185,01-MAY-24,4,0,"TSLA","Not all minerals, impact report shows that some of the lithium is refined in USA and Australia. Nickel has Indonesia and Canada in the refining. And with IRA having domestic mining, processing and manufacturing requirements, less and less will be in China going forward"
1186,01-MAY-24,4,0,"EMUSTANG","Do you do that every day though?  How often do you do that vs how convenient it would be to have a fully charged grocery-getter (charging at home, overnight while you sleep). "
1187,01-MAY-24,1,0,"TSLA","Wish that WV would make a PHEV TDI Golf."
1188,01-MAY-24,2,0,"EMUSTANG","Competition also drives prices down and pushes innovation, which is more of what is happening here."
1189,01-MAY-24,4,0,"EMUSTANG","The Detroit automakers have only done this for a year or so, and they are miles behind  Tesla having done this for well over a decade. Battery technology is leaping forward now at a great rate. 1,000 mile batteries are being tested in the lab now."
1190,01-MAY-24,2,0,"EMUSTANG","My wife has a 320 mi. range in her Tesla. It's just not enough especially if you want to drive 70+ mph. The fueling infrastructure isn't available either. Govt boondoggle as usual putting the cart before the horse. "
1191,01-MAY-24,5,0,"TSLA","S3XY"
1192,01-MAY-24,4,0,"TSLA","Nope, environmental the break even on an EV made in US on the US grid is only 1 year."
1193,01-MAY-24,4,0,"EMUSTANG","Tesla Superchargers are on most major highways now, but if you own any other vehicle other than Tesla, you will NOT be able to travel easily. My Model Y charges in about 18 minutes on the highway. Easy Peasy. "
1194,01-MAY-24,5,0,"TSLA","While clearly the grid will need both significant transmission and generating expansion, I haven't seen much protest from those stakeholders who have been seeing flat consumption for the first time in decades. They want those new customers. Many are offering incentives such as rebates, charger installation, etc."
1195,01-MAY-24,1,0,"EMUSTANG","High demand prices go up. Low demand prices go down. Basic law of business. Deal with it."
1196,01-MAY-24,4,0,"TSLA","Nope, environmental the break even on an EV made in US on the US grid is only 1 year."
1197,01-MAY-24,3,0,"EMUSTANG","Why need to?  EV's are great commuter cars and fast.  Charge it overnight and you're good to go for a few days. If you need a cross-country hauler, get an ICE.  90% of us have commutes that would only need a nightly charge once or twice a week.  "
1198,01-MAY-24,4,0,"EMUSTANG","Not even 23 year old Toyota Priuses are having to replace their batteries yet.Tesla batteries are tested to go 500 000 to 1 million miles with an eight year and 150,000 mile warranty. Just the facts sir."
1199,01-MAY-24,1,0,"TSLA","Cause every wireless software fix counts as a ""recall"" which is pretty much free for Tesla. Where other automakers ignore issues (like GM ignition switch) until they have no choice"
1200,01-MAY-24,3,0,"EMUSTANG","I had a lead core battery that lasted six years. That doesn't mean its output was consistent across those six years."
1201,01-MAY-24,1,0,"TSLA","Wish that WV would make a PHEV TDI Golf."
1202,01-MAY-24,4,0,"TSLA","No one is buying these things to be green (or at least the majority of people aren't). So we haven't been fooled by any activists."
1203,01-MAY-24,4,0,"EMUSTANG","With the instant torque and no gear changes, driving electric cars is FUN! This car goes 0-60 in 3.5 to 3.8 seconds, depending on the package. But old people hate change, so nobody here would know how fun they are."
1204,01-MAY-24,4,0,"EMUSTANG","Most people drive about 10 miles daily. 250 is pretty good. Only problem is cross country trips."
1205,01-MAY-24,4,0,"EMUSTANG","Phones have both different lithium chemistry and lack any sort of active thermal management.  EVs have almost all switched to liquid cooled battery packs after early air cooled budget models yielded poor lifespans. You rarely see a phone with an 8 year battery warranty"
1206,01-MAY-24,5,0,"TSLA","The reliability rankings are a bit flawed as they go by what one considers as incidents. Tesla unlike other brands includes systems that inspect the car real time for issues and notify you. To Tesla, people going for service makes no difference as they are on payroll and many stuff are fixable"
1207,01-MAY-24,2,0,"EMUSTANG","Nothing triggers conservatives more than EV and Bud Light. "
1208,01-MAY-24,4,0,"EMUSTANG","Tesla Superchargers are on most major highways now, but if you own any other vehicle other than Tesla, you will NOT be able to travel easily. My Model Y charges in about 18 minutes on the highway. Easy Peasy. "
1209,01-MAY-24,4,0,"EMUSTANG","Yet EVs do give you a guaranteed output curve, typically no less than 30% capacitydegrade after 8 years.  Ford provides a 8 year, 100k miles guarantee of 70% for cars, 65% for cutaway or chassis configurations.  Note they have waivers of coverage for accidents, improper fluid use, submersion, racing ..."
1210,01-MAY-24,4,0,"EMUSTANG","Insurance stats list gas hybrids as the most likely to spontaneous combust. Gas cars second. And EVs the least. The new Iron Phosphate batteries are even safer."
1211,01-MAY-24,2,0,"EMUSTANG","Nothing triggers conservatives more than EV and Bud Light. "
1212,01-MAY-24,5,0,"TSLA","It is useless to resist. Go to a Tesla store and set up a test drive. Best car I've ever had. I was a naysayer for a while, especially early on. A friend got one. Literally no maintenance. I'm a little worried about what the insurance will do if I get in an accident but that is any car these days."
1213,01-MAY-24,4,0,"EMUSTANG","Because the limits of this technology, all EV's aerodynamically look a lot alike. "
1214,01-MAY-24,5,0,"TSLA","Good job Tesla.  I'm 69 and have always had sporty cars.  I was seriously considering the BMW 330/340, even did a weekend rental.  Then, on a whim, I stopped in the local Tesla dealership and they set me up in a T3ER demo.  BOOM!  I was sold but the shear fun of the driving experience."
1215,01-MAY-24,2,0,"TSLA","They said that same thing 20 years ago about EV's"
1216,01-MAY-24,3,0,"EMUSTANG","Tesla batteries from 13 years ago stabilize at about 12 % loss total. So, you will want the biggest battery you can afford with at least 300 mile range. "
1217,01-MAY-24,2,0,"TSLA","They work below freezing, but you do lose some range."
1218,01-MAY-24,4,0,"EMUSTANG","The Detroit automakers have only done this for a year or so, and they are miles behind  Tesla having done this for well over a decade. Battery technology is leaping forward now at a great rate. 1,000 mile batteries are being tested in the lab now."
1219,01-MAY-24,4,0,"EMUSTANG","People tend to forget that technology improves exponentially rather than in a linear fashion."
1220,01-MAY-24,1,0,"EMUSTANG","High demand prices go up. Low demand prices go down. Basic law of business. Deal with it."
1221,01-MAY-24,5,0,"TSLA","S3XY"
1222,01-MAY-24,4,0,"TSLA","No one is buying these things to be green (or at least the majority of people aren't). So we haven't been fooled by any activists."
1223,01-MAY-24,5,0,"TSLA","Good job Tesla.  I'm 69 and have always had sporty cars.  I was seriously considering the BMW 330/340, even did a weekend rental.  Then, on a whim, I stopped in the local Tesla dealership and they set me up in a T3ER demo.  BOOM!  I was sold but the shear fun of the driving experience."
1224,01-MAY-24,4,0,"EMUSTANG","Do you do that every day though?  How often do you do that vs how convenient it would be to have a fully charged grocery-getter (charging at home, overnight while you sleep). "
1225,01-MAY-24,5,0,"TSLA","Or like the majority of owners just charge in your garage.  2 years of me owning an EV used public charging 3 times.  "
1226,01-MAY-24,4,0,"EMUSTANG","Tesla Superchargers are on most major highways now, but if you own any other vehicle other than Tesla, you will NOT be able to travel easily. My Model Y charges in about 18 minutes on the highway. Easy Peasy. "
1227,01-MAY-24,4,0,"EMUSTANG","Do you get the same iPhone life today that you had when you bought it new? Your range out the door or shortly thereafter will be about 200 miles or less and dropping throughout its lifetime. "
1228,01-MAY-24,3,0,"EMUSTANG","Why need to?  EV's are great commuter cars and fast.  Charge it overnight and you're good to go for a few days. If you need a cross-country hauler, get an ICE.  90% of us have commutes that would only need a nightly charge once or twice a week.  "
1229,01-MAY-24,5,0,"TSLA","We're about to get a VW ID.4. I already knew they're now made in Tennessee, but it's great to see it rank so high!"
1230,01-MAY-24,5,0,"TSLA","Teslas average 12% battery degradation after 200,000 miles. Tesla resale value is actually really good. The used prices dropped a LOT in the last year because Tesla dropped the new car prices so that they could be eligible for the tax credits. But the used market should settle."
1231,01-MAY-24,5,0,"TSLA","If you own your own home, then literally 99% of your charging is done at home anyway. And in the four years of me owning my Tesla, I never had to wait in line at any supercharger. Does it happen? Yeah, usually on busy holidays. But I've never seen it.And now that GM, Ford, and others have signed on..."
1232,01-MAY-24,2,0,"TSLA","With EVs being all the rage some new regulations need to come about and very quickly.  A charging standard needs to be established. All charging stations must use a standard plug and be able to charge any EV. Nothing different than if each appliance in your home used a different plug and voltage."
1233,01-MAY-24,5,0,"TSLA","Everyone has new technology in the works. And range means nothing without context. You can get 900 miles range now if the battery is big enough."
1234,01-MAY-24,4,0,"EMUSTANG","Tesla Superchargers are on most major highways now, but if you own any other vehicle other than Tesla, you will NOT be able to travel easily. My Model Y charges in about 18 minutes on the highway. Easy Peasy. "
1235,01-MAY-24,2,0,"EMUSTANG","Tell that to the folks making technology driven products. Have you seen the price of a 50 inch tv these days? It's PEANUTS compared to 10 years ago, and not because people are spending more time outdoors. "
1236,01-MAY-24,3,0,"EMUSTANG","Why need to?  EV's are great commuter cars and fast.  Charge it overnight and you're good to go for a few days. If you need a cross-country hauler, get an ICE.  90% of us have commutes that would only need a nightly charge once or twice a week.  "
1237,01-MAY-24,2,0,"TSLA","Or a hybrid would be useful."
1238,01-MAY-24,1,0,"TSLA","The United Auto Workers union was responsible for the downfall of Detroit and opening the door for the imports."
1239,01-MAY-24,3,0,"EMUSTANG","Of all the auto manufacturers,  Ford seems to be doing a better job selecting battery composition, and software design. GM is staying with the very dangerous Pouch Cell Batteries that will burn down your house."
1240,01-MAY-24,4,0,"EMUSTANG","Good facts, thanks. "
1241,01-MAY-24,4,0,"EMUSTANG","Do you get the same iPhone life today that you had when you bought it new? Your range out the door or shortly thereafter will be about 200 miles or less and dropping throughout its lifetime. "
1242,01-MAY-24,4,0,"TSLA","No one is buying these things to be green (or at least the majority of people aren't). So we haven't been fooled by any activists."
1243,01-MAY-24,4,0,"TSLA","Nope, environmental the break even on an EV made in US on the US grid is only 1 year."
1244,01-MAY-24,4,0,"EMUSTANG","99% of EV drivers also manage to take care of their cars even in much colder climates, like in Nordic countries. Here's what happened: a single charging station failed in Oak Park, Illinois.  People who went there to charge didn't realize it and their car batteries drained to the point where they wouldn't take a charge. The owners complained on social media instead of taking responsibility."
1245,01-MAY-24,4,0,"EMUSTANG","With the instant torque and no gear changes, driving electric cars is FUN! This car goes 0-60 in 3.5 to 3.8 seconds, depending on the package. But old people hate change, so nobody here would know how fun they are."
1246,01-MAY-24,2,0,"EMUSTANG","The poor range of just 250 miles doesn't cut it anymore. Tesla Model 3 gets 360 miles, and is $10,000 cheaper, and has much better software."
1247,01-MAY-24,2,0,"EMUSTANG","The poor range of just 250 miles doesn't cut it anymore. Tesla Model 3 gets 360 miles, and is $10,000 cheaper, and has much better software."
1248,01-MAY-24,2,0,"EMUSTANG","Tell that to the folks making technology driven products. Have you seen the price of a 50 inch tv these days? It's PEANUTS compared to 10 years ago, and not because people are spending more time outdoors. "
1249,01-MAY-24,3,0,"EMUSTANG","Tesla batteries from 13 years ago stabilize at about 12 % loss total. So, you will want the biggest battery you can afford with at least 300 mile range. "
